StoreID,upc,Qty,sku,pack,uom,StoreProductName,StoreDescription,Price,sprice,Start,End,tax,altupc1,altupc2,altupc3,altupc4,altupc5
12319,#071623584772,0,#210000000048,1,,Drink up Grinches Gift Bag with tissue,Drink up Grinches Gift Bag with tissue,1.99,0,,,0,,,,,
12319,#088004021368,0,#210000000049,1,,Eagle Rare 10yr 1.75L,Eagle Rare 10yr 1.75L,149.99,0,,,0,,,,,
12319,#080244007737,0,#210000000050,1,,Elmer T Lee Single Barrel Sour Mash 90proof  750ML,Elmer T Lee Single Barrel Sour Mash 90proof  750ML,229.99,0,,,0,,,,,
12319,#855152001364,0,#210000000051,1,,Ferrando Carema Etichetta Bianca 2014,Ferrando Carema Etichetta Bianca 2014,99.99,0,,,0,,,,,
12319,#811644010931,0,#210000000052,1,,Fleurie Grand Pré 2015,Fleurie Grand Pré 2015,24.99,0,,,0,,,,,
12319,#613649020065,0,#210000000053,1,,Foxglove Pinot Noir 2016 750ML,Foxglove Pinot Noir 2016 750ML,21.99,0,,,0,,,,,
12319,#894910000409,0,#210000000054,1,,Frank Family Cabernet Sauvignon 2016,Frank Family Cabernet Sauvignon 2016,65.99,0,,,0,,,,,
12319,#854439008188,0,#210000000055,1,,Frankly Organic Strawberry & Lemon 750mL,Frankly Organic Strawberry & Lemon 750mL,32.99,0,,,0,,,,,
12319,#052000326734,0,#210000000056,1,,Gatorade Grape 32oz,Gatorade Grape 32oz,3.99,0,,,0,,,,,
12319,#052000044041,0,#210000000057,1,,Gatorade Strawberry Kiwi 32oz,Gatorade Strawberry Kiwi 32oz,3.99,0,,,0,,,,,
12319,#088004018580,0,#210000000058,1,,George T Stagg Jr 750mL,George T Stagg Jr 750mL,199.99,0,,,0,,,,,
12319,#721094199783,0,#210000000059,1,,Goslings Ginger Beer 8oz 6pk Cans,Goslings Ginger Beer 8oz 6pk Cans,9.99,0,,,0,,,,,
12319,#040232268151,0,#210000000060,1,,Ground Effect Pinot Noir 2016,Ground Effect Pinot Noir 2016,19.95,0,,,0,,,,,
12319,#816136020399,0,#210000000061,1,,GUNROOM GIN 12 BOTANICALS,GUNROOM GIN 12 BOTANICALS,34.99,0,,,0,,,,,
12319,#853371002629,1,#210000000062,1,,Habaneros Habanero & Honey Flavored Vodka 750mL,Habaneros Habanero & Honey Flavored Vodka 750mL,26.99,0,,,0,,,,,
12319,#5021692650316,11,#210000000063,1,,Haymans London Dry Gin 750mL,Haymans London Dry Gin 750mL,28.99,0,,,0,,,,,
12319,#040232690570,4,#210000000064,1,,Horse Soldier Small Batch 750mL,Horse Soldier Small Batch 750mL,89.99,0,,,0,,,,,
12319,#814794010646,6,#210000000065,1,,Jefferson's Reserve Oceans 750mL,Jefferson's Reserve Oceans 750mL,99.99,0,,,0,,,,,
12319,#088076162624,3,#210000000066,1,,Johnnie Walker Green 15YR 750ML,Johnnie Walker Green 15YR 750ML,65.99,0,,,0,,,,,
12319,#692769186530,0,#210000000067,1,,Just CBD Gummy Bears 500mg,Just CBD Gummy Bears 500mg,28.99,0,,,0,,,,,
12319,#084114115881,0,#210000000068,1,,Kettle Brand Jalapeno 2oz,Kettle Brand Jalapeno 2oz,2.29,0,,,0,,,,,
12319,#084114033000,0,#210000000069,1,,Kettle Brand Sea Salt 2oz,Kettle Brand Sea Salt 2oz,2.29,0,,,0,,,,,
12319,#086891081229,7,#210000000070,1,,Kracher TBA Noble Reserve 187mL,Kracher TBA Noble Reserve 187mL,26.99,0,,,0,,,,,
12319,#084878137006,0,#210000000071,1,,Laurent Perrier Rosé Cuvée NV,Laurent Perrier Rosé Cuvée NV,99.99,0,,,0,,,,,
12319,#031009500024,0,#210000000072,1,,Libbey Craft Spirits Borbon Glasses Set of 4,Libbey Craft Spirits Borbon Glasses Set of 4,24.99,0,,,0,,,,,
12319,#815783000068,0,#210000000073,1,,Lopez de Heredia Tondonia Blanco Reserva 2008,Lopez de Heredia Tondonia Blanco Reserva 2008,69.99,0,,,0,,,,,
12319,#812066020553,13,#210000000074,1,,Macallan 12yr Sherry Oak Cask 750mL,Macallan 12yr Sherry Oak Cask 750mL,124.99,0,,,0,,,,,
12319,#812066021970,0,#210000000075,1,,Macallan 18yr Triple Cask Matured 750mL,Macallan 18yr Triple Cask Matured 750mL,349.99,0,,,0,,,,,
12319,#040232242502,0,#210000000076,1,,Mark Herold Collide 2015,Mark Herold Collide 2015,25.99,0,,,0,,,,,
12319,#556868597456,0,#210000000077,1,,Martin House Pina Colada 6pk Cans,Martin House Pina Colada 6pk Cans,11.99,0,,,0,,,,,
12319,#856927004331,0,#210000000078,1,,Martin House Pretzel Stout 6pk Cans,Martin House Pretzel Stout 6pk Cans,11.99,0,,,0,,,,,
12319,#021296600309,0,#210000000079,1,,Masson VS Grande Amber Brandy 1.75L,Masson VS Grande Amber Brandy 1.75L,23.99,0,,,0,,,,,
12319,#085904014407,0,#210000000080,1,,Mogen David Concord 750ML,Mogen David Concord 750ML,5.99,0,,,0,,,,,
12319,#860000502801,0,#210000000081,1,,Mommenpop Blood Orange Spritz Kit,Mommenpop Blood Orange Spritz Kit,52.99,0,,,0,,,,,
12319,#089832010098,5,#210000000082,1,,Mont Gravet Rosé 750mL,Mont Gravet Rosé 750mL,11.99,0,,,0,,,,,
12319,#085000014318,0,#210000000083,1,,New Amsterdam Stratusphere Gin 750mL,New Amsterdam Stratusphere Gin 750mL,19.99,0,,,0,,,,,
12319,#085000024317,0,#210000000084,1,,New Amsterdam Vodka 100 Proof 750ML,New Amsterdam Vodka 100 Proof 750ML,23.99,0,,,0,,,,,
12319,#031200200075,0,#210000000085,1,,Ocean Spray Cranberry 1.89L,Ocean Spray Cranberry 1.89L,4.99,0,,,0,,,,,
12319,#856011004151,0,#210000000086,1,,Ole Smoky Moonshine Apple Pie 50ml,Ole Smoky Moonshine Apple Pie 50ml,3.99,0,,,0,,,,,
12319,#753604062164,0,#210000000087,1,,Opus One 2016,Opus One 2016,395.99,0,,,0,,,,,
12319,#683788737339,0,#210000000088,1,,Opus One Overture NV,Opus One Overture NV,149.99,0,,,0,,,,,
12319,#666888886777,0,#210000000089,1,,Ovum Off The Grid Riesling 2016,Ovum Off The Grid Riesling 2016,17.99,0,,,0,,,,,
12319,#875359002810,0,#210000000090,1,,Paul Clouet Brut Rose,Paul Clouet Brut Rose,39.99,0,,,0,,,,,
12319,#049000079401,0,#210000000092,1,,Powerade Purple Grape 28oz,Powerade Purple Grape 28oz,2.49,0,,,0,,,,,
12319,#8051070512056,0,#210000000093,1,,San Marzano Primitivo Di Manduria,San Marzano Primitivo Di Manduria,18.99,0,,,0,,,,,
12319,#852662557572,0,#210000000094,1,,Puff Bar Blueberry Ice 5%,Puff Bar Blueberry Ice 5%,16.99,0,,,0,,,,,
12319,#852662557855,0,#210000000095,1,,Puff Bar Cucumber 5%,Puff Bar Cucumber 5%,14.99,0,,,0,,,,,
12319,#080244008130,0,#210000000096,1,,Rain Vodka 750ML,Rain Vodka 750ML,14.99,0,,,0,,,,,
12319,#716165177319,-1,#210000000097,1,,Raw Rolling Paper 1 1/4 Size,Raw Rolling Paper 1 1/4 Size,2.49,0,,,0,,,,,
12319,#630832400046,0,#210000000098,1,,Real Ale Firemans #4 6pk Bottles,Real Ale Firemans #4 6pk Bottles,9.99,0,,,0,,,,,
12319,#616856402006,-1,#210000000099,1,,Red Party Cups 18pk,Red Party Cups 18pk,2.99,0,,,0,,,,,
12319,#03432314,0,#210000000100,1,,Redd's Wicked Apple 24oz Can,Redd's Wicked Apple 24oz Can,1.99,0,,,0,,,,,
12319,#048014009916,0,#210000000101,1,,Rips Watermelon Gummi Candy 4oz Bag,Rips Watermelon Gummi Candy 4oz Bag,2.98,0,,,0,,,,,
12319,#087512073395,0,#210000000102,1,,Rodney Strong Sonoma County Merlot 2015,Rodney Strong Sonoma County Merlot 2015,21.99,0,,,0,,,,,
12319,#041167100059,0,#210000000103,1,,Rolaids 12 Mint Chewables,Rolaids 12 Mint Chewables,1.79,0,,,0,,,,,
12319,#833202002509,0,#210000000104,1,,Rose All Day,Rose All Day,17.99,0,,,0,,,,,
12319,#041508800006,0,#210000000105,1,,San Pellegrino Water Glass Bottle 1L,San Pellegrino Water Glass Bottle 1L,4.49,0,,,0,,,,,
12319,#012000028472,-1,#210000000106,1,,Starbucks Doubleshot Energy Coffee 15oz Can,Starbucks Doubleshot Energy Coffee 15oz Can,5.99,0,,,0,,,,,
12319,#195893127573,3,#210000000108,1,,Tepetán Don Paco Cold Pressed Margarita Mix 12oz,Tepetán Don Paco Cold Pressed Margarita Mix 12oz,8.69,0,,,0,,,,,
12319,#195893452521,1,#210000000109,1,,Tepetán Hot Tin Roof Cold Pressed Margarita Mix 12oz,Tepetán Hot Tin Roof Cold Pressed Margarita Mix 12oz,8.69,0,,,0,,,,,
12319,#720495902619,0,#210000000111,1,,TGI Fridays Jalapeno Cheddar Potato Skins 3oz,TGI Fridays Jalapeno Cheddar Potato Skins 3oz,2.89,0,,,0,,,,,
12319,#652935100012,0,#210000000112,1,,The Seven Deadly Zins Zinfandel 2016,The Seven Deadly Zins Zinfandel 2016,18.99,0,,,0,,,,,
12319,#088893161008,0,#210000000113,1,,Tomatin 12Yr 750ML,Tomatin 12Yr 750ML,39.99,0,,,0,,,,,
12319,#021136010626,-1,#210000000114,1,,Topo Chico 1.5L Glass Bottle,Topo Chico 1.5L Glass Bottle,3.15,0,,,0,,,,,
12319,#9333343001047,0,#210000000115,1,,"Torbreck Woodcutter's Barossa Valley Shiraz, 2021","Torbreck Woodcutter's Barossa Valley Shiraz, 2021",29.99,0,,,0,,,,,
12319,#094184599740,0,#210000000116,1,,Truly Good Foods Sweet Heat 4oz 113g,Truly Good Foods Sweet Heat 4oz 113g,3.49,0,,,0,,,,,
12319,#080660214818,0,#210000000117,1,,Very Old Barton 86 Proof Bourbon 1.75L,Very Old Barton 86 Proof Bourbon 1.75L,26.99,0,,,0,,,,,
12319,#751044033331,0,#210000000118,1,,2011 Von Kesselstatt Graacher Domprobst Riesling Kabinett,2011 Von Kesselstatt Graacher Domprobst Riesling Kabinett,22.99,0,,,0,,,,,
12319,#088004063788,1,#210000000119,1,,Weller Full Proof 750mL,Weller Full Proof 750mL,399.99,0,,,0,,,,,
12319,#855939007176,0,#210000000120,1,,Western Son Lime Vodka 750ml,Western Son Lime Vodka 750ml,21.99,0,,,0,,,,,
12319,#856417003000,0,#210000000121,1,,Western Son Vodka 750ML,Western Son Vodka 750ML,19.99,0,,,0,,,,,
12319,#876718025310,0,#210000000123,1,,Wine Stain gift bag with tissue paper,Wine Stain gift bag with tissue paper,3.99,0,,,0,,,,,
12319,#857186006063,0,#210000000124,1,,Yellow Rose Whiskey Blend 750mL,Yellow Rose Whiskey Blend 750mL,34.99,0,,,0,,,,,
12319,#616003784436,0,#210000000125,1,,Zing Zang Sweet & Sour Mix 32oz,Zing Zang Sweet & Sour Mix 32oz,9.99,0,,,0,,,,,
12319,#858349001956,0,#210000000126,1,,Dos Artes Extra Anejo 1L,Dos Artes Extra Anejo 1L,199.99,0,,,0,,,,,
12319,#088004021344,0,#210000000127,1,,Eagle Rare 10yr 750mL,Eagle Rare 10yr 750mL,89.99,0,,,0,,,,,
12319,#083085200220,0,#210000000128,1,,Franciscan Cabernet Sauvignon 2016,Franciscan Cabernet Sauvignon 2016,27.99,0,,,0,,,,,
12319,#02836328,-5,#210000000129,1,,Marlboro Red 100s,Marlboro Red 100s,9.99,0,,,0,,,,,
12319,#02657318,-6,#210000000130,1,,Newport 100s,Newport 100s,10.79,0,,,0,,,,,
12319,#088004025724,0,#210000000131,1,,Weller Reserve 1.75L,Weller Reserve 1.75L,79.99,0,,,0,,,,,
12319,#070137100188,-5,#210000000132,1,,Black & Mild Original Plastic Tip Single,Black & Mild Original Plastic Tip Single,1.72,0,,,0,,,,,
12319,#02847722,-4,#210000000133,1,,Marlboro Light Silver,Marlboro Light Silver,9.99,0,,,0,,,,,
12319,#041508600057,7,#210000000134,1,,Acqua Panna 250mL Bottle,Acqua Panna 250mL Bottle,1.99,0,,,0,,,,,
12319,#02289106,0,#210000000135,1,,Extra Peppermint Gum 15 Sticks,Extra Peppermint Gum 15 Sticks,1.79,0,,,0,,,,,
12319,#555332844337,0,#210000000136,1,,Letherbee Gin 1L,Letherbee Gin 1L,29.99,0,,,0,,,,,
12319,#049000079371,0,#210000000137,1,,Powerade Yellow 28oz,Powerade Yellow 28oz,2.49,0,,,0,,,,,
12319,#034000702329,0,#210000000138,1,,Reese's 2 Peanut Butter Cups,Reese's 2 Peanut Butter Cups,1.79,0,,,0,,,,,
12319,#048500008607,-3,#210000000139,1,,Tropicana Orange Juice 15oz,Tropicana Orange Juice 15oz,3.49,0,,,0,,,,,
12319,#025900227333,-34,#210000000140,1,,Swisher Sweets Classic 2 pack,Swisher Sweets Classic 2 pack,1.19,0,,,0,,,,,
12319,#01230739,1,#210000000141,1,,Camel Blue,Camel Blue,10.56,0,,,0,,,,,
12319,#819913011405,0,#210000000142,1,,Juul 4Pk,Juul 4Pk,19.99,0,,,0,,,,,
12319,#070137111221,12,#210000000143,1,,Black & Mild Jazz Wood Tip Single,Black & Mild Jazz Wood Tip Single,1.72,0,,,0,,,,,
12319,#853883003008,0,#210000000144,1,,C2O Coconut Water 17.5oz Can,C2O Coconut Water 17.5oz Can,3.49,0,,,0,,,,,
12319,#028400357012,-4,#210000000145,1,,Doritos Nacho Cheese 2.5oz,Doritos Nacho Cheese 2.5oz,3.19,0,,,0,,,,,
12319,#819913011771,0,#210000000146,1,,Juul 4Pk,Juul 4Pk,19.99,0,,,0,,,,,
12319,#891240001861,0,#210000000147,1,,Springtree Cabernet Sauvignon 2017,Springtree Cabernet Sauvignon 2017,12.99,0,,,0,,,,,
12319,#786162004857,0,#210000000148,1,,Vitamin Water Refresh Tropical Mango 20oz,Vitamin Water Refresh Tropical Mango 20oz,2.99,0,,,0,,,,,
12319,#819215020037,0,#210000000149,1,,Waterloo Lemon-Lime Sparkling Water 12oz Can,Waterloo Lemon-Lime Sparkling Water 12oz Can,1.29,0,,,0,,,,,
12319,#047995855055,7,#210000000150,1,,American Spirit Green,American Spirit Green,11.99,0,,,0,,,,,
12319,#080686012344,0,#210000000151,1,,Basil Hayden Toast 750mL,Basil Hayden Toast 750mL,56.99,0,,,0,,,,,
12319,#070137105237,-3,#210000000152,1,,Black & Mild Wine Plastic Tip Single,Black & Mild Wine Plastic Tip Single,1.72,0,,,0,,,,,
12319,#088352100036,0,#210000000153,1,,Everclear Grain Alcohol 190 Proof 750mL,Everclear Grain Alcohol 190 Proof 750mL,21.99,0,,,0,,,,,
12319,#052000338775,0,#210000000154,1,,Gatorade Lemon Lime 32oz,Gatorade Lemon Lime 32oz,3.99,0,,,0,,,,,
12319,#639737594232,0,#210000000155,1,,Savino Prosecco 750ml,Savino Prosecco 750ml,11.99,0,,,0,,,,,
12319,#047995855086,4,#210000000156,1,,American Spirit Blue,American Spirit Blue,11.49,0,,,0,,,,,
12319,#071610202818,0,#210000000157,1,,Backwoods Dark Leaf 5 Cigars,Backwoods Dark Leaf 5 Cigars,7.99,0,,,0,,,,,
12319,#028400357395,-3,#210000000158,1,,Funyuns 1.75oz,Funyuns 1.75oz,3.19,0,,,0,,,,,
12319,#715706018241,0,#210000000159,1,,Knockout CBD 250mg,Knockout CBD 250mg,14.99,0,,,0,,,,,
12319,#02896524,-6,#210000000160,1,,Marlboro 72 Gold,Marlboro 72 Gold,9.99,0,,,0,,,,,
12319,#689674029410,0,#210000000161,1,,Punch Clasico,Punch Clasico,6.99,0,,,0,,,,,
12319,#028200317728,-13,#210000000162,1,,Marlboro NXT,Marlboro NXT,9.99,0,,,0,,,,,
12319,#041409000864,0,#210000000163,1,,Concord Lime Juice 8oz,Concord Lime Juice 8oz,4.99,0,,,0,,,,,
12319,#02846529,-11,#210000000164,1,,Marlboro Light 100s,Marlboro Light 100s,9.99,0,,,0,,,,,
12319,#070847000037,0,#210000000165,1,,Monster Zero Sugar 16oz Can,Monster Zero Sugar 16oz Can,2.89,0,,,0,,,,,
12319,#842094169382,0,#210000000166,1,,True Plastic Shot Cups 1oz 50pack,True Plastic Shot Cups 1oz 50pack,3.5,0,,,0,,,,,
12319,#080244009250,0,#210000000167,1,,Buffalo Trace 375mL,Buffalo Trace 375mL,21.99,0,,,0,,,,,
12319,#025900229832,-20,#210000000168,1,,Swisher Sweets Diamonds 2pk,Swisher Sweets Diamonds 2pk,1.19,0,,,0,,,,,
12319,#004458546981,-1,#210000000170,1,,William's Cigar Robusto Habano Full Length,William's Cigar Robusto Habano Full Length,14.99,0,,,0,,,,,
12319,#852311004037,0,#210000000171,1,,Bai Ipanema Pomegranate 18oz,Bai Ipanema Pomegranate 18oz,3.99,0,,,0,,,,,
12319,#859348007123,0,#210000000172,1,,Barmalade Mango-Habanero 10oz,Barmalade Mango-Habanero 10oz,13.99,0,,,0,,,,,
12319,#859348007185,0,#210000000173,1,,Barmalade Passionfruit-Pineapple 10oz,Barmalade Passionfruit-Pineapple 10oz,13.99,0,,,0,,,,,
12319,#861150000261,0,#210000000174,1,,Bishop Cider Apple Pineapple 6pk Cans,Bishop Cider Apple Pineapple 6pk Cans,6.99,0,,,0,,,,,
12319,#850014675103,0,#210000000175,1,,Boochcraft Organic Hard Kombucha Grapefruit Hibiscus 12oz Can,Boochcraft Organic Hard Kombucha Grapefruit Hibiscus 12oz Can,2.99,0,,,0,,,,,
12319,#842094180004,0,#210000000176,1,,Cheers 1.5L Gift Bag with tissue,Cheers 1.5L Gift Bag with tissue,4.15,0,,,0,,,,,
12319,#832889005513,4,#210000000177,1,,Compass Box The Spice Tree Blended Malt Scotch Whisky 750mL,Compass Box The Spice Tree Blended Malt Scotch Whisky 750mL,79.99,0,,,0,,,,,
12319,#863431000304,4,#210000000178,1,,Devils River Small Batch Bourbon 750ML,Devils River Small Batch Bourbon 750ML,29.99,0,,,0,,,,,
12319,#784585003310,0,#210000000179,1,,Domaine de la Begude Bandol Rouge 2014,Domaine de la Begude Bandol Rouge 2014,59.99,0,,,0,,,,,
12319,#666777888949,0,#210000000180,1,,El Cantinero Lime 8oz,El Cantinero Lime 8oz,14.99,0,,,0,,,,,
12319,#747474747747,0,#210000000181,1,,Folktale Brut Rosé,Folktale Brut Rosé,24.99,0,,,0,,,,,
12319,#7502221969935,0,#210000000182,1,,Fortaleza Winter Blend Reposado 2021 750mL,Fortaleza Winter Blend Reposado 2021 750mL,199.99,0,,,0,,,,,
12319,#082184000052,21,#210000000184,1,,Jack Daniel's Black 50mL,Jack Daniel's Black 50mL,2.99,0,,,0,,,,,
12319,#692769186479,0,#210000000185,1,,Just CBD Bears 250mg,Just CBD Bears 250mg,14.99,0,,,0,,,,,
12319,#692769186837,0,#210000000186,1,,Just CBD Peach Rings 250mg,Just CBD Peach Rings 250mg,14.99,0,,,0,,,,,
12319,#080368437502,0,#210000000187,1,,Kammer Williams Birne Pear In Bottle 750mL,Kammer Williams Birne Pear In Bottle 750mL,69.99,0,,,0,,,,,
12319,#084114115447,0,#210000000188,1,,Kettle Brand Barbecue 2oz,Kettle Brand Barbecue 2oz,2.59,0,,,0,,,,,
12319,#851621000227,0,#210000000189,1,,Kronenbourg 1664 6pk Bottles,Kronenbourg 1664 6pk Bottles,11.39,0,,,0,,,,,
12319,#896599002033,0,#210000000190,1,,Layer Cake Malbec 750ml,Layer Cake Malbec 750ml,11.99,0,,,0,,,,,
12319,#815783000099,0,#210000000191,1,,Lopez de Heredia Viña Cubillo Rioja Crianza 2010,Lopez de Heredia Viña Cubillo Rioja Crianza 2010,43.99,0,,,0,,,,,
12319,#088110551254,0,#210000000192,1,,Moet & Chandon Nectar Imperial,Moet & Chandon Nectar Imperial,79.99,0,,,0,,,,,
12319,#070847012474,-11,#210000000194,1,,Monster Zero Ultra 16oz Can,Monster Zero Ultra 16oz Can,2.89,0,,,0,,,,,
12319,#853868006673,0,#210000000195,1,,Pavette Pinot Noir 2019,Pavette Pinot Noir 2019,11.99,0,,,0,,,,,
12319,#8032539510028,0,#210000000196,1,,2015 Pavia Moliss Barbera D'Asti,2015 Pavia Moliss Barbera D'Asti,22.99,0,,,0,,,,,
12319,#080686926528,0,#210000000197,1,,Pinnacle Whipped Plastic 750ML,Pinnacle Whipped Plastic 750ML,15.99,0,,,0,,,,,
12319,#851694003606,0,#210000000198,1,,Q Spectacular Tonic Water 4pk Bottles,Q Spectacular Tonic Water 4pk Bottles,7.49,0,,,0,,,,,
12319,#07818105,22,#210000000199,1,,Squirt Grapefruit Soda 12oz can,Squirt Grapefruit Soda 12oz can,1.29,0,,,0,,,,,
12319,#636251776120,0,#210000000200,1,,Stone IPA 6pk Bottles,Stone IPA 6pk Bottles,11.99,0,,,0,,,,,
12319,#018200259609,0,#210000000201,1,,Teavana Pineapple Berry Blue Herbal Tea 12oz,Teavana Pineapple Berry Blue Herbal Tea 12oz,3.99,0,,,0,,,,,
12319,#195893227266,6,#210000000202,1,,Tepetán The Classic Cold Pressed Margarita Mix 12oz,Tepetán The Classic Cold Pressed Margarita Mix 12oz,8.69,0,,,0,,,,,
12319,#728229016212,0,#210000000203,1,,Terra Classic Chips 1lb Bag,Terra Classic Chips 1lb Bag,11.99,0,,,0,,,,,
12319,#021136110180,8,#210000000204,1,,Topo Chico Twist of Lime 20oz Plastic Bottle,Topo Chico Twist of Lime 20oz Plastic Bottle,2.79,0,,,0,,,,,
12319,#021136110449,-4,#210000000205,1,,Topo Chico Twist of Lime Glass Bottle 12oz,Topo Chico Twist of Lime Glass Bottle 12oz,2.49,0,,,0,,,,,
12319,#012086942211,0,#210000000206,1,,Torres Floralis 2014 500mL,Torres Floralis 2014 500mL,14.99,0,,,0,,,,,
12319,#835603005424,0,#210000000207,1,,Tozai Living Jewel Junmai Sake 720mL,Tozai Living Jewel Junmai Sake 720mL,18.99,0,,,0,,,,,
12319,#01239332,7,#210000000208,1,,Camel Crush Green Menthol,Camel Crush Green Menthol,10.25,0,,,0,,,,,
12319,#004458546974,15,#210000000209,1,,William's Cigars Torpedo Full length,William's Cigars Torpedo Full length,16.99,0,,,0,,,,,
12319,#02878421,-1,#210000000210,1,,Parliament Lights,Parliament Lights,11.68,0,,,0,,,,,
12319,#852662558371,0,#210000000211,1,,Puff Bar Melon Ice 5%,Puff Bar Melon Ice 5%,14.99,0,,,0,,,,,
12319,#071610301832,0,#210000000212,1,,Backwoods Honey 5pk,Backwoods Honey 5pk,5.99,0,,,0,,,,,
12319,#632565000029,12,#210000000214,1,,Fiji Water 1L,Fiji Water 1L,4.49,0,,,0,,,,,
12319,#02836823,0,#210000000215,1,,Marlboro Red Label,Marlboro Red Label,9.99,0,,,0,,,,,
12319,#004458546998,0,#210000000216,1,,William's Cigars Toro  Full Length,William's Cigars Toro  Full Length,12.99,0,,,0,,,,,
12319,#09057136,-2,#210000000217,1,,Kool Filter Kings Menthol,Kool Filter Kings Menthol,9.99,0,,,0,,,,,
